,seq,is_true,is_ignore,crop_path,original_path,x0,x1,y0,y1,col
642,7,False,False,..\cropped_images\bochum_000000_017453_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,2012,2032,988,1022,r
643,8,False,False,..\cropped_images\bochum_000000_017453_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,2032,2048,992,1024,r
644,9,False,False,..\cropped_images\bochum_000000_017453_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,1562,1589,0,16,g
645,10,False,False,..\cropped_images\bochum_000000_017453_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,1680,1707,0,16,g
646,11,False,False,..\cropped_images\bochum_000000_017453_rF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,1767,1817,0,101,r
647,12,False,False,..\cropped_images\bochum_000000_017453_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,2023,2048,540,657,r
648,13,False,False,..\cropped_images\bochum_000000_017453_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,1987,2037,544,661,r
649,14,False,False,..\cropped_images\bochum_000000_017453_gF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,1602,1648,0,28,g
650,15,False,False,..\cropped_images\bochum_000000_017453_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_017453_leftImg8bit.png,2009,2048,541,643,r
651,0,False,False,..\cropped_images\bochum_000000_019188_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1842,1862,0,28,r
652,1,False,False,..\cropped_images\bochum_000000_019188_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1542,1562,0,30,r
653,2,False,False,..\cropped_images\bochum_000000_019188_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1594,1614,0,30,r
654,3,False,False,..\cropped_images\bochum_000000_019188_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1964,1984,0,30,r
655,4,False,True,..\cropped_images\bochum_000000_019188_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1834,1854,182,216,r
656,5,False,False,..\cropped_images\bochum_000000_019188_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1158,1178,216,250,r
657,6,True,False,..\cropped_images\bochum_000000_019188_rT_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,2002,2022,242,276,r
658,7,True,False,..\cropped_images\bochum_000000_019188_rT_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,774,794,286,320,r
659,8,True,False,..\cropped_images\bochum_000000_019188_rT_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1566,1586,288,322,r
660,9,False,False,..\cropped_images\bochum_000000_019188_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,992,1012,386,420,r
661,10,False,False,..\cropped_images\bochum_000000_019188_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1586,1613,0,14,g
662,11,False,False,..\cropped_images\bochum_000000_019188_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1866,1893,0,16,g
663,12,False,False,..\cropped_images\bochum_000000_019188_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1527,1577,0,101,r
664,13,True,False,..\cropped_images\bochum_000000_019188_rT_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1823,1873,168,285,r
665,14,False,False,..\cropped_images\bochum_000000_019188_gF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_019188_leftImg8bit.png,1802,1852,0,34,g
666,0,False,False,..\cropped_images\bochum_000000_020776_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1584,1604,0,30,r
667,1,False,False,..\cropped_images\bochum_000000_020776_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1590,1610,402,436,r
668,2,False,False,..\cropped_images\bochum_000000_020776_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1658,1678,402,436,r
669,3,False,False,..\cropped_images\bochum_000000_020776_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1994,2021,0,16,g
670,4,False,False,..\cropped_images\bochum_000000_020776_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1934,1961,242,298,g
671,5,False,False,..\cropped_images\bochum_000000_020776_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_020776_leftImg8bit.png,1886,1913,246,302,g
672,0,False,False,..\cropped_images\bochum_000000_021325_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021325_leftImg8bit.png,1790,1810,432,466,r
673,0,False,False,..\cropped_images\bochum_000000_021393_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,802,822,432,466,r
674,1,False,False,..\cropped_images\bochum_000000_021393_gF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,1102,1129,0,14,g
675,2,False,False,..\cropped_images\bochum_000000_021393_gF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,1122,1149,0,14,g
676,3,False,False,..\cropped_images\bochum_000000_021393_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,1158,1185,0,14,g
677,4,False,False,..\cropped_images\bochum_000000_021393_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,1420,1447,0,14,g
678,5,False,False,..\cropped_images\bochum_000000_021393_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,1823,1873,152,269,r
679,6,False,False,..\cropped_images\bochum_000000_021393_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021393_leftImg8bit.png,799,849,416,533,r
680,0,False,False,..\cropped_images\bochum_000000_021479_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1288,1308,0,30,r
681,1,False,False,..\cropped_images\bochum_000000_021479_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1886,1906,0,30,r
682,2,False,False,..\cropped_images\bochum_000000_021479_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1658,1678,398,432,r
683,3,False,False,..\cropped_images\bochum_000000_021479_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1954,1981,0,16,g
684,4,False,False,..\cropped_images\bochum_000000_021479_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1688,1715,170,226,g
685,5,False,False,..\cropped_images\bochum_000000_021479_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021479_leftImg8bit.png,1534,1561,208,264,g
686,0,False,False,..\cropped_images\bochum_000000_021606_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,1142,1162,0,28,r
687,1,False,False,..\cropped_images\bochum_000000_021606_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,146,166,84,118,r
688,2,True,False,..\cropped_images\bochum_000000_021606_rT_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,1114,1134,348,382,r
689,3,False,False,..\cropped_images\bochum_000000_021606_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,472,492,358,392,r
690,4,False,False,..\cropped_images\bochum_000000_021606_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,1572,1592,438,472,r
691,5,False,False,..\cropped_images\bochum_000000_021606_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_021606_leftImg8bit.png,1750,1777,0,16,g
692,0,False,False,..\cropped_images\bochum_000000_022210_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1872,1892,0,30,r
693,1,False,False,..\cropped_images\bochum_000000_022210_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1442,1462,434,468,r
694,2,False,False,..\cropped_images\bochum_000000_022210_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1290,1310,458,492,r
695,3,False,False,..\cropped_images\bochum_000000_022210_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1992,2012,460,494,r
696,4,False,True,..\cropped_images\bochum_000000_022210_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1798,1825,142,198,g
697,5,False,False,..\cropped_images\bochum_000000_022210_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1367,1417,452,569,r
698,6,False,True,..\cropped_images\bochum_000000_022210_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022210_leftImg8bit.png,1794,1844,74,202,g
699,0,False,False,..\cropped_images\bochum_000000_022414_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1408,1428,0,28,r
700,1,False,False,..\cropped_images\bochum_000000_022414_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1956,1976,14,48,r
701,2,False,False,..\cropped_images\bochum_000000_022414_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,364,384,78,112,r
702,3,False,False,..\cropped_images\bochum_000000_022414_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1654,1674,122,156,r
703,4,False,False,..\cropped_images\bochum_000000_022414_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,366,386,130,164,r
704,5,False,False,..\cropped_images\bochum_000000_022414_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,370,390,158,192,r
705,6,False,False,..\cropped_images\bochum_000000_022414_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,772,792,158,192,r
706,7,False,False,..\cropped_images\bochum_000000_022414_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,12,32,292,326,r
707,8,False,False,..\cropped_images\bochum_000000_022414_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,132,152,304,338,r
708,9,False,False,..\cropped_images\bochum_000000_022414_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1166,1186,320,354,r
709,10,False,False,..\cropped_images\bochum_000000_022414_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1492,1512,320,354,r
710,11,False,False,..\cropped_images\bochum_000000_022414_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1224,1251,216,272,g
711,12,False,False,..\cropped_images\bochum_000000_022414_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,42,69,244,300,g
712,13,False,False,..\cropped_images\bochum_000000_022414_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,102,129,252,308,g
713,14,False,False,..\cropped_images\bochum_000000_022414_gF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,122,149,254,310,g
714,15,False,False,..\cropped_images\bochum_000000_022414_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1395,1445,0,101,r
715,16,False,False,..\cropped_images\bochum_000000_022414_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,355,405,44,161,r
716,17,False,False,..\cropped_images\bochum_000000_022414_rF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,355,405,84,201,r
717,18,True,False,..\cropped_images\bochum_000000_022414_rT_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1651,1701,104,221,r
718,19,False,False,..\cropped_images\bochum_000000_022414_rF_00019.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,355,405,136,253,r
719,20,True,False,..\cropped_images\bochum_000000_022414_rT_00020.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,771,821,140,257,r
720,21,False,False,..\cropped_images\bochum_000000_022414_rF_00021.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,647,697,336,453,r
721,22,False,False,..\cropped_images\bochum_000000_022414_gF_00022.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,42,88,192,308,g
722,23,False,False,..\cropped_images\bochum_000000_022414_gF_00023.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,134,180,200,316,g
723,24,False,False,..\cropped_images\bochum_000000_022414_gF_00024.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_022414_leftImg8bit.png,1906,1956,0,34,g
724,0,False,False,..\cropped_images\bochum_000000_024524_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1332,1352,0,30,r
725,1,False,False,..\cropped_images\bochum_000000_024524_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1432,1452,0,30,r
726,2,False,False,..\cropped_images\bochum_000000_024524_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1964,1984,436,470,r
727,3,False,False,..\cropped_images\bochum_000000_024524_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1474,1501,0,16,g
728,4,False,False,..\cropped_images\bochum_000000_024524_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1706,1733,0,16,g
729,5,False,False,..\cropped_images\bochum_000000_024524_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024524_leftImg8bit.png,1427,1477,0,101,r
730,0,False,False,..\cropped_images\bochum_000000_024855_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1538,1558,0,28,r
731,1,False,False,..\cropped_images\bochum_000000_024855_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1430,1450,0,30,r
732,2,False,False,..\cropped_images\bochum_000000_024855_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1984,2004,0,30,r
733,3,True,False,..\cropped_images\bochum_000000_024855_rT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1132,1152,380,414,r
734,4,False,False,..\cropped_images\bochum_000000_024855_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1592,1612,412,446,r
735,5,False,False,..\cropped_images\bochum_000000_024855_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1030,1050,444,478,r
736,6,False,False,..\cropped_images\bochum_000000_024855_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1074,1094,444,478,r
737,7,False,False,..\cropped_images\bochum_000000_024855_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1170,1197,0,16,g
738,8,False,False,..\cropped_images\bochum_000000_024855_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_024855_leftImg8bit.png,1334,1361,0,16,g
739,0,False,False,..\cropped_images\bochum_000000_027057_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1406,1426,0,30,r
740,1,False,False,..\cropped_images\bochum_000000_027057_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1430,1450,0,30,r
741,2,False,False,..\cropped_images\bochum_000000_027057_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,804,824,410,444,r
742,3,False,False,..\cropped_images\bochum_000000_027057_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,879,929,968,1024,r
743,4,False,False,..\cropped_images\bochum_000000_027057_rF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,774,794,990,1024,r
744,5,False,False,..\cropped_images\bochum_000000_027057_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,772,792,1008,1024,r
745,6,False,False,..\cropped_images\bochum_000000_027057_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,818,838,1010,1024,r
746,7,False,False,..\cropped_images\bochum_000000_027057_gF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1412,1439,102,158,g
747,8,False,False,..\cropped_images\bochum_000000_027057_gF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,526,553,210,266,g
748,9,False,False,..\cropped_images\bochum_000000_027057_gF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1796,1823,300,356,g
749,10,False,False,..\cropped_images\bochum_000000_027057_gF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,868,895,384,440,g
750,11,True,False,..\cropped_images\bochum_000000_027057_rT_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,991,1041,52,169,r
751,12,False,False,..\cropped_images\bochum_000000_027057_rF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1403,1453,144,261,r
752,13,False,False,..\cropped_images\bochum_000000_027057_rF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,751,801,408,525,r
753,14,False,False,..\cropped_images\bochum_000000_027057_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,1031,1081,964,1024,r
754,15,False,False,..\cropped_images\bochum_000000_027057_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_027057_leftImg8bit.png,767,817,988,1024,r
755,0,False,False,..\cropped_images\bochum_000000_030913_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1412,1432,0,30,r
756,1,False,False,..\cropped_images\bochum_000000_030913_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1758,1778,0,30,r
757,2,False,False,..\cropped_images\bochum_000000_030913_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1744,1764,148,182,r
758,3,False,False,..\cropped_images\bochum_000000_030913_gF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1148,1175,0,14,g
759,4,False,False,..\cropped_images\bochum_000000_030913_gF_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1662,1689,0,16,g
760,5,False,False,..\cropped_images\bochum_000000_030913_gF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1842,1869,0,16,g
761,6,False,False,..\cropped_images\bochum_000000_030913_gF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1938,1965,0,16,g
762,7,False,False,..\cropped_images\bochum_000000_030913_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1579,1629,0,105,r
763,8,False,False,..\cropped_images\bochum_000000_030913_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_030913_leftImg8bit.png,1943,1993,0,105,r
764,0,False,False,..\cropped_images\bochum_000000_033056_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1622,1642,0,30,r
765,1,False,False,..\cropped_images\bochum_000000_033056_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1820,1840,0,30,r
766,2,False,False,..\cropped_images\bochum_000000_033056_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1944,1964,0,30,r
767,3,False,False,..\cropped_images\bochum_000000_033056_rF_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,2028,2048,0,30,r
768,4,True,False,..\cropped_images\bochum_000000_033056_rT_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1402,1422,244,278,r
769,5,False,False,..\cropped_images\bochum_000000_033056_rF_00005.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1272,1292,332,366,r
770,6,False,False,..\cropped_images\bochum_000000_033056_rF_00006.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1178,1198,362,396,r
771,7,False,False,..\cropped_images\bochum_000000_033056_rF_00007.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1328,1348,372,406,r
772,8,False,False,..\cropped_images\bochum_000000_033056_rF_00008.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,978,998,376,410,r
773,9,False,False,..\cropped_images\bochum_000000_033056_rF_00009.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1248,1268,986,1020,r
774,10,False,False,..\cropped_images\bochum_000000_033056_rF_00010.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1196,1216,990,1024,r
775,11,False,False,..\cropped_images\bochum_000000_033056_gF_00011.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1934,1961,0,16,g
776,12,False,False,..\cropped_images\bochum_000000_033056_gF_00012.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1974,2001,0,16,g
777,13,False,True,..\cropped_images\bochum_000000_033056_gF_00013.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1114,1141,46,102,g
778,14,False,False,..\cropped_images\bochum_000000_033056_rF_00014.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1935,1985,0,105,r
779,15,False,False,..\cropped_images\bochum_000000_033056_rF_00015.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1271,1321,320,437,r
780,16,False,False,..\cropped_images\bochum_000000_033056_rF_00016.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1223,1273,356,473,r
781,17,False,False,..\cropped_images\bochum_000000_033056_rF_00017.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1323,1373,364,481,r
782,18,False,False,..\cropped_images\bochum_000000_033056_gF_00018.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_033056_leftImg8bit.png,1858,1904,0,40,g
783,0,False,False,..\cropped_images\bochum_000000_034936_rF_00000.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_034936_leftImg8bit.png,668,688,388,422,r
784,1,False,False,..\cropped_images\bochum_000000_034936_rF_00001.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_034936_leftImg8bit.png,1552,1572,412,446,r
785,2,False,False,..\cropped_images\bochum_000000_034936_rF_00002.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_034936_leftImg8bit.png,640,660,420,454,r
786,3,True,False,..\cropped_images\bochum_000000_034936_gT_00003.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_034936_leftImg8bit.png,1076,1103,104,160,g
787,4,True,False,..\cropped_images\bochum_000000_034936_gT_00004.png,..\traffic_lights\leftImg8bit_trainvaltest\train\bochum\bochum_000000_034936_leftImg8bit.png,1112,1139,272,328,g
